CMS Chronic Conditions Data Warehouse (CCW) Data Dictionary
Value Modifier Practice-Level RIF / Performance Year 2016
Version - August 2018
Variable Name	Variable Label (Short Description)	Long Description	Position	Format	Length	Notes
I_RATE_IRIS12PQRS_IEP_NEHR	Include PQRS IRIS 12 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 12 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4835	Num	8	
I_RATE_IRIS13PQRS_IEP_NEHR	Include PQRS IRIS 13 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 13 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4836	Num	8	
I_RATE_IRIS16PQRS_IEP_NEHR	Include PQRS IRIS 16 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 16 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4837	Num	8	
I_RATE_IRIS17PQRS_IEP_NEHR	Include PQRS IRIS 17 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 17 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4838	Num	8	
I_RATE_IRIS18PQRS_IEP_NEHR	Include PQRS IRIS 18 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 18 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4839	Num	8	
I_RATE_IRIS19PQRS_IEP_NEHR	Include PQRS IRIS 19 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 19 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4840	Num	8	
I_RATE_IRIS1PQRS_IEP_NEHR	Include PQRS IRIS 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 1 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4841	Num	8	
I_RATE_IRIS20PQRS_IEP_NEHR	Include PQRS IRIS 20 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 20 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4842	Num	8	
I_RATE_IRIS21PQRS_IEP_NEHR	Include PQRS IRIS 21 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 21 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4843	Num	8	
I_RATE_IRIS22PQRS_IEP_NEHR	Include PQRS IRIS 22 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 22 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4844	Num	8	
I_RATE_IRIS2PQRS_IEP_NEHR	Include PQRS IRIS 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 2 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4845	Num	8	
I_RATE_IRIS3PQRS_IEP_NEHR	Include PQRS IRIS 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 3 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4846	Num	8	
I_RATE_IRIS4PQRS_IEP_NEHR	Include PQRS IRIS 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 4 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4847	Num	8	
I_RATE_IRIS5PQRS_IEP_NEHR	Include PQRS IRIS 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 5 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4848	Num	8	
I_RATE_IRIS6PQRS_IEP_NEHR	Include PQRS IRIS 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 6 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4849	Num	8	
I_RATE_IRIS7PQRS_IEP_NEHR	Include PQRS IRIS 7 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 7 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4850	Num	8	
I_RATE_IRIS8PQRS_IEP_NEHR	Include PQRS IRIS 8 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 8 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4851	Num	8	
I_RATE_IRIS9PQRS_IEP_NEHR	Include PQRS IRIS 9 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 9 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4852	Num	8	
I_RATE_IVD2PQRS_WEB	Include PQRS IVD 2 in Quality Composite (Web Interface)	Indicator for whether PQRS IVD 2 is included in Quality Composite Score (Web Interface) (Effective Clinical Care)	4853	Num	8	
I_RATE_M2S10PQRS_IEP_NEHR	Include PQRS M2S 10 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 10 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4854	Num	8	
I_RATE_M2S11PQRS_IEP_NEHR	Include PQRS M2S 11 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 11 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4855	Num	8	
I_RATE_M2S12PQRS_IEP_NEHR	Include PQRS M2S 12 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 12 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4856	Num	8	
I_RATE_M2S13PQRS_IEP_NEHR	Include PQRS M2S 13 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 13 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4857	Num	8	
I_RATE_M2S14PQRS_IEP_NEHR	Include PQRS M2S 14 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 14 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4858	Num	8	
I_RATE_M2S1PQRS_IEP_NEHR	Include PQRS M2S 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 1 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4859	Num	8	
I_RATE_M2S2PQRS_IEP_NEHR	Include PQRS M2S 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 2 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4860	Num	8	
I_RATE_M2S3PQRS_IEP_NEHR	Include PQRS M2S 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 3 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4861	Num	8	
I_RATE_M2S4PQRS_IEP_NEHR	Include PQRS M2S 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 4 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4862	Num	8	
I_RATE_M2S5PQRS_IEP_NEHR	Include PQRS M2S 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 5 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4863	Num	8	
I_RATE_M2S6PQRS_IEP_NEHR	Include PQRS M2S 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 6 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4864	Num	8	
I_RATE_M2S7PQRS_IEP_NEHR	Include PQRS M2S 7 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 7 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4865	Num	8	
I_RATE_M2S8PQRS_IEP_NEHR	Include PQRS M2S 8 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 8 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4866	Num	8	
I_RATE_M2S9PQRS_IEP_NEHR	Include PQRS M2S 9 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS M2S 9 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4867	Num	8	
I_RATE_MBS1PQRS_IEP_NEHR	Include PQRS MBS 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBS 1 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4868	Num	8	
I_RATE_MBS2PQRS_IEP_NEHR	Include PQRS MBS 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBS 2 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4869	Num	8	
I_RATE_MBS3PQRS_IEP_NEHR	Include PQRS MBS 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBS 3 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4870	Num	8	
I_RATE_MBS4PQRS_IEP_NEHR	Include PQRS MBS 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBS 4 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4871	Num	8	
I_RATE_MBS5PQRS_IEP_NEHR	Include PQRS MBS 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBS 5 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4872	Num	8	
I_RATE_MBS6PQRS_IEP_NEHR	Include PQRS MBS 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBS 6 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4873	Num	8	
I_RATE_MBS7PQRS_IEP_NEHR	Include PQRS MBS 7 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBS 7 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4874	Num	8	
I_RATE_MBS8PQRS_IEP_NEHR	Include PQRS MBS 8 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBS 8 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4875	Num	8	
I_RATE_MBS9PQRS_IEP_NEHR	Include PQRS MBS 9 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBS 9 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4876	Num	8	
I_RATE_MBSAQIP1PQRS_IEP_NEHR	Include PQRS MBSAQIP 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBSAQIP 1 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4877	Num	8	
I_RATE_MBSAQIP2PQRS_IEP_NEHR	Include PQRS MBSAQIP 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBSAQIP 2 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4878	Num	8	
I_RATE_MBSAQIP3PQRS_IEP_NEHR	Include PQRS MBSAQIP 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBSAQIP 3 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4879	Num	8	
I_RATE_MBSAQIP4PQRS_IEP_NEHR	Include PQRS MBSAQIP 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBSAQIP 4 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4880	Num	8	
I_RATE_MBSAQIP5PQRS_IEP_NEHR	Include PQRS MBSAQIP 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBSAQIP 5 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4881	Num	8	
I_RATE_MBSAQIP6PQRS_IEP_NEHR	Include PQRS MBSAQIP 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBSAQIP 6 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4882	Num	8	
I_RATE_MBSAQIP7PQRS_IEP_NEHR	Include PQRS MBSAQIP 7 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBSAQIP 7 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4883	Num	8	
I_RATE_MBSAQIP8PQRS_IEP_NEHR	Include PQRS MBSAQIP 8 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBSAQIP 8 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4884	Num	8	
I_RATE_MBSAQIP9PQRS_IEP_NEHR	Include PQRS MBSAQIP 9 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MBSAQIP 9 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4885	Num	8	
I_RATE_MIRAMED10PQRS_IEP_NEHR	Include PQRS MIRAMED 10 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 10 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4886	Num	8	
I_RATE_MIRAMED1PQRS_IEP_NEHR	Include PQRS MIRAMED 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 1 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4887	Num	8	
I_RATE_MIRAMED2PQRS_IEP_NEHR	Include PQRS MIRAMED 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 2 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4888	Num	8	
I_RATE_MIRAMED3PQRS_IEP_NEHR	Include PQRS MIRAMED 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 3 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4889	Num	8	
I_RATE_MIRAMED4PQRS_IEP_NEHR	Include PQRS MIRAMED 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 4 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4890	Num	8	
I_RATE_MIRAMED5PQRS_IEP_NEHR	Include PQRS MIRAMED 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 5 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4891	Num	8	
I_RATE_MIRAMED6PQRS_IEP_NEHR	Include PQRS MIRAMED 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 6 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4892	Num	8	
I_RATE_MIRAMED7PQRS_IEP_NEHR	Include PQRS MIRAMED 7 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 7 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4893	Num	8	
I_RATE_MIRAMED8PQRS_IEP_NEHR	Include PQRS MIRAMED 8 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 8 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4894	Num	8	
I_RATE_MIRAMED9PQRS_IEP_NEHR	Include PQRS MIRAMED 9 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MIRAMED 9 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4895	Num	8	
I_RATE_MOA12PQRS_IEP_NEHR	Include PQRS MOA 12 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MOA 12 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4896	Num	8	
I_RATE_MOA2PQRS_IEP_NEHR	Include PQRS MOA 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MOA 2 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4897	Num	8	
I_RATE_MOA7PQRS_IEP_NEHR	Include PQRS MOA 7 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MOA 7 is included in Quality Composite Score (IEP Non-eCQM) (Community/Population Health)	4898	Num	8	
I_RATE_MSN3PQRS_QCDR_NEHR	Include PQRS MSN 3 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS MSN 3 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4899	Num	8	
I_RATE_MSN4PQRS_QCDR_NEHR	Include PQRS MSN 4 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS MSN 4 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4900	Num	8	
I_RATE_MSN5PQRS_QCDR_NEHR	Include PQRS MSN 5 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS MSN 5 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4901	Num	8	
I_RATE_MSN6PQRS_QCDR_NEHR	Include PQRS MSN 6 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS MSN 6 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4902	Num	8	
I_RATE_MSN7PQRS_QCDR_NEHR	Include PQRS MSN 7 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS MSN 7 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4903	Num	8	
I_RATE_MUSIC1PQRS_IEP_NEHR	Include PQRS MUSIC 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MUSIC 1 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4904	Num	8	
I_RATE_MUSIC2PQRS_IEP_NEHR	Include PQRS MUSIC 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MUSIC 2 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4905	Num	8	
I_RATE_MUSIC3PQRS_IEP_NEHR	Include PQRS MUSIC 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MUSIC 3 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4906	Num	8	
I_RATE_MUSIC4PQRS_IEP_NEHR	Include PQRS MUSIC 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MUSIC 4 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4907	Num	8	
I_RATE_MUSIC5PQRS_IEP_NEHR	Include PQRS MUSIC 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MUSIC 5 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4908	Num	8	
I_RATE_MUSIC6PQRS_IEP_NEHR	Include PQRS MUSIC 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MUSIC 6 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4909	Num	8	
I_RATE_MUSIC7PQRS_IEP_NEHR	Include PQRS MUSIC 7 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MUSIC 7 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4910	Num	8	
I_RATE_MUSIC8PQRS_IEP_NEHR	Include PQRS MUSIC 8 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MUSIC 8 is included in Quality Composite Score (IEP Non-eCQM) (Community/Population Health)	4911	Num	8	
I_RATE_MUSIC9PQRS_IEP_NEHR	Include PQRS MUSIC 9 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS MUSIC 9 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4912	Num	8	
I_RATE_NHCR3PQRS_IEP_NEHR	Include PQRS NHCR 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NHCR 3 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4913	Num	8	
I_RATE_NHCR6PQRS_IEP_NEHR	Include PQRS NHCR 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NHCR 6 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4914	Num	8	
I_RATE_NHQI24PQRS_IEP_NEHR	Include PQRS NHQI 24 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NHQI 24 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4915	Num	8	
I_RATE_NHQI24PQRS_QCDR_NEHR	Include PQRS NHQI 24 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS NHQI 24 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4916	Num	8	
I_RATE_NHQI27PQRS_IEP_NEHR	Include PQRS NHQI 27 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NHQI 27 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4917	Num	8	
I_RATE_NHQI27PQRS_QCDR_NEHR	Include PQRS NHQI 27 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS NHQI 27 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4918	Num	8	
I_RATE_NHQI28PQRS_IEP_NEHR	Include PQRS NHQI 28 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NHQI 28 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4919	Num	8	
I_RATE_NHQI28PQRS_QCDR_NEHR	Include PQRS NHQI 28 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS NHQI 28 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4920	Num	8	
I_RATE_NJIISMD10PQRS_IEP_NEHR	Include PQRS NJIISMD 10 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NJIISMD 10 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4921	Num	8	
I_RATE_NJIISMD11PQRS_IEP_NEHR	Include PQRS NJIISMD 11 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NJIISMD 11 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4922	Num	8	
I_RATE_NJIISMD11PQRS_QCDR_NEHR	Include PQRS NJIISMD 11 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS NJIISMD 11 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4923	Num	8	
I_RATE_NJIISMD12PQRS_IEP_NEHR	Include PQRS NJIISMD 12 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NJIISMD 12 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4924	Num	8	
I_RATE_NJIISMD12PQRS_QCDR_NEHR	Include PQRS NJIISMD 12 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS NJIISMD 12 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4925	Num	8	
I_RATE_NJIISMD13PQRS_IEP_NEHR	Include PQRS NJIISMD 13 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NJIISMD 13 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4926	Num	8	
I_RATE_NJIISMD13PQRS_QCDR_NEHR	Include PQRS NJIISMD 13 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS NJIISMD 13 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4927	Num	8	
I_RATE_NJIISMD14PQRS_IEP_NEHR	Include PQRS NJIISMD 14 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NJIISMD 14 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4928	Num	8	
I_RATE_NJIISMD14PQRS_QCDR_NEHR	Include PQRS NJIISMD 14 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS NJIISMD 14 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4929	Num	8	
I_RATE_NJIISMD1PQRS_IEP_NEHR	Include PQRS NJIISMD 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS NJIISMD 1 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4930	Num	8	
I_RATE_NJIISMD1PQRS_QCDR_NEHR	Include PQRS NJIISMD 1 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS NJIISMD 1 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4931	Num	8	
